review_bucket,product_id,run_id,decision_status,final_source,final_category_id,final_confidence,deepest_stage,stratum,product_type_guess,shortlist_count,product_text,manufacturer_effective,final_explanation,expert_final_category_id,expert_is_critical,expert_notes
auto_sample_25pct,15192,508,classified,llm,1254,0.95,primary_llm,type_cosmetic,cosmetic,5,ЛИБРИДЕРМ УРАМАКС КРЕМ ДЛЯ ЛИЦА ДНЕВНОЙ УВЛАЖНЯЮЩИЙ С ЦЕРАМИДАМИ И МОЧЕВИНОЙ 5% 50МЛ | БИОФАРМЛАБ ООО | БИОФАРМЛАБ ООО,БИОФАРМЛАБ ООО,"Товар является дневным увлажняющим кремом для лица, что напрямую соответствует описанию категории «Увлажняющие / anti‑age / для чувствительной кожи». Хотя другие варианты имеют схожий балл, ключевые слова «увлажняющий» и наличие мочевины де",,,
auto_sample_25pct,16716,501,classified,fallback_2b,296,0.75,fallback_2b,dirty_text,other,5,"КОРВАЛОЛ ФИТО ТАБЛ. 1,16МГ+28МГ+16,4МГ №20 | ФАРМСТАНДАРТ-ЛЕКСРЕДСТВА ОАО | ФАРМСТАНДАРТ-ЛЕКСРЕДСТВА ОАО",ФАРМСТАНДАРТ-ЛЕКСРЕДСТВА ОАО,"Препарат «Корвалол Фито» является седативным средством для приема внутрь, что соответствует форме выпуска и пути введения категории LS_BLOOD_CAT_A09. Несмотря на то, что прямое терапевтическое назначение (нарушения микроциркуляции) не полно",,,
auto_sample_25pct,17794,498,classified,llm,68,0.95,primary_llm,type_device_mi,device,5,"КАТЕДЖЕЛЬ С ЛИДОКАИНОМ ГЕЛЬ ДЛЯ МЕСТН. ПРИМ. ШПРИЦ 12,5Г №1 | ФАРМАЦОЙТИШЕ ФАБРИК МОНТАВИТ ГЕЗ.М.Б.Х. | ФАРМАЦОЙТИШЕ ФАБРИК МОНТАВИТ ГЕЗ.М.Б.Х.",ФАРМАЦОЙТИШЕ ФАБРИК МОНТАВИТ ГЕЗ.М.Б.Х.,"Товар представляет собой гель с лидокаином для местного применения, что соответствует категории обезболивающих средств наружного действия. Несмотря на эвристический тип 'device', активное вещество и форма выпуска однозначно указывают на лек",,,
auto_sample_25pct,17874,500,classified,fallback_2b,996,0.65,fallback_2b,short_shortlist,other,3,"КАРДИОМАГНИЛ ТАБЛ. П/ПЛЕН/ОБ. 75МГ+15,2МГ №100 | ТАКЕДА ФАРМАСЬЮТИКАЛС ООО | ТАКЕДА ФАРМАСЬЮТИКАЛС ООО",ТАКЕДА ФАРМАСЬЮТИКАЛС ООО,"Препарат Кардиомагнил является синтетическим антиагрегантом, поэтому ни одна из предложенных веток не подходит идеально по составу. Однако категория 'Растительные кардио‑ и гипотензивные средства' выбрана как наиболее релевантная по терапев",,,
auto_sample_25pct,20080,501,classified,fallback_2b,1253,0.65,fallback_2b,type_cosmetic,cosmetic,5,ДИС СРЕДСТВО ПЕДИКУЛИЦИДНОЕ ШАМПУНЬ ОТ ВШЕЙ И ГНИД 100МЛ + ШАПОЧКА + РАСЧЕСКА | ДЕЗИНФЕКЦИОНИСТ ЭПЦ ЗАО | ДЕЗИНФЕКЦИОНИСТ ЭПЦ ЗАО,ДЕЗИНФЕКЦИОНИСТ ЭПЦ ЗАО,"Товар представляет собой шампунь для мытья головы с педикулицидным действием, что функционально и по форме выпуска наиболее близко к категории гелей/пенок для мытья головы из предложенного списка. Несмотря на лечебный эффект, в рамках задан",,,
auto_sample_25pct,24584,510,classified,fallback_2b,1251,0.98,fallback_2b,type_cosmetic,cosmetic,5,БАДЯГА ГЕЛЬ КОСМЕТИЧЕСКИЙ ВОССТАНАВЛИВАЮЩИЙ 50МЛ | КОРВЕТ ФАРМА ООО | КОРВЕТ ФАРМА ООО,КОРВЕТ ФАРМА ООО,"Товар «Бадяга гель» является косметическим средством с лечебным эффектом для восстановления кожи после травм, что напрямую соответствует категории точечных средств в указанной ветке. Поскольку это единственная доступная категория в шортлист",,,
auto_sample_25pct,25055,507,classified,llm,1254,0.95,primary_llm,type_cosmetic,cosmetic,5,АСПЕРА СЫВОРОТКА ОМОЛАЖИВАЮЩАЯ ДЛЯ ЗРЕЛОЙ КОЖИ НА ОСНОВЕ МАСЕЛ СО СКВАЛАНОМ 30МЛ | Аспера пк ООО | Аспера пк ООО,Аспера пк ООО,"Товар является омолаживающей сывороткой для зрелой кожи, что напрямую соответствует категории увлажняющих и anti-age средств. Кандидат из шорт-листа идеально совпадает с типом продукта и целевым назначением.",,,
auto_sample_25pct,26769,504,classified,llm,1201,0.95,primary_llm,type_device_mi,device,5,АККУ-ЧЕК АКТИВ ТЕСТ-ПОЛОСКИ №100 | ROCHE DIAGNOSTICS | ROCHE DIAGNOSTICS,ROCHE DIAGNOSTICS,"Товар представляет собой тест-полоски для глюкометра, что точно соответствует категории «Тесты экспресс-диагностики для домашнего применения». Категория выбрана из shortlist с наивысшим баллом и полным совпадением ключевых признаков (тест, ",,,
auto_sample_25pct,28448,498,classified,fallback_2b,1253,0.85,fallback_2b,type_cosmetic,cosmetic,5,911 ЦИНКОВЫЙ ШАМПУНЬ ФЛ. 150МЛ | ТВИНС ТЭК АО | ТВИНС ТЭК АО,ТВИНС ТЭК АО,Шампунь является средством для очищения волос и по форме выпуска (гель/пенка) наиболее близок к категории 'Гели / пенки / мицеллярная вода' в рамках данной ветки классификации. Поскольку других подходящих категорий для ухода за волосами в ш,,,
review_all,158,498,needs_human_review,system,,,primary_llm,weak_shortlist,other,0,БИ ВЕЛЛ ТОНОМЕТР автоматический PRO-39 на запястье B.Well | B.Well | B.Well,B.Well,,,,
review_all,377,497,needs_human_review,system,,,primary_llm,weak_shortlist,other,0,ЭФОКС ЛОНГ КАПС. ПРОЛОНГ. ДЕЙСТВ. 50МГ №30 | ЭЙСИКА ФАРМАСЬЮТИКАЛЗ С.Р.Л. | ЭЙСИКА ФАРМАСЬЮТИКАЛЗ С.Р.Л.,ЭЙСИКА ФАРМАСЬЮТИКАЛЗ С.Р.Л.,,,,
review_all,1317,493,needs_human_review,system,,,judge,type_device_mi,device,5,"ШПРИЦ ОДНОРАЗ. 3-Х КОМП. 50МЛ №1 | changzhou shuangma medical devices co.,ltd | changzhou shuangma medical devices co.,ltd","changzhou shuangma medical devices co.,ltd",,,,
review_all,1319,493,needs_human_review,system,,,judge,type_device_mi,device,5,ШПРИЦ ОДНОРАЗ. 3-Х КОМП. 3МЛ ИГЛА 23G №10 SFM | СФМ ГОСПИТАЛ ПРОДАКТС ГМБХ | СФМ ГОСПИТАЛ ПРОДАКТС ГМБХ | 23 G,СФМ ГОСПИТАЛ ПРОДАКТС ГМБХ,,,,
review_all,1322,504,needs_human_review,system,,,fallback_2a,type_device_mi,device,5,"ШПРИЦ ОДНОРАЗ. 3-Х КОМП. 3МЛ LUER ИГЛА 23G (0,6Х30ММ) №100 ПАСКАЛЬ | ПАСКАЛЬ МЕДИКАЛ ООО | ПАСКАЛЬ МЕДИКАЛ ООО | 23 G",ПАСКАЛЬ МЕДИКАЛ ООО,,,,
review_all,1335,499,needs_human_review,system,,,fallback_2a,type_device_mi,device,5,"ШПРИЦ ОДНОРАЗ. 3-Х КОМП. 2МЛ LUER ИГЛА 23G (0,6Х30ММ) №100 ПАСКАЛЬ | ПАСКАЛЬ МЕДИКАЛ ООО | ПАСКАЛЬ МЕДИКАЛ ООО | 23 G",ПАСКАЛЬ МЕДИКАЛ ООО,,,,
review_all,1345,504,needs_human_review,system,,,fallback_2a,type_device_mi,device,5,"ШПРИЦ ОДНОРАЗ. 3-Х КОМП. 20МЛ LUER ИГЛА 21G (0,8Х40ММ) №80 ПАСКАЛЬ | ПАСКАЛЬ МЕДИКАЛ ООО | ПАСКАЛЬ МЕДИКАЛ ООО | 21 G",ПАСКАЛЬ МЕДИКАЛ ООО,,,,
review_all,1410,500,needs_human_review,system,,,judge,type_device_mi,device,5,ШПРИЦ SF ОДНОРАЗ. 3-Х КОМП. 2МЛ С НАДЕТОЙ ИГЛОЙ 23G №1 БЛИСТЕР | СФ МЕДИКАЛ ПРОДАКТС ГМБХ | СФ МЕДИКАЛ ПРОДАКТС ГМБХ | 23 G,СФ МЕДИКАЛ ПРОДАКТС ГМБХ,,,,
review_all,1560,495,needs_human_review,system,,,judge,dirty_text,other,5,ЧИККО СОСКА WELL-BEING ЛАТЕКСНАЯ СРЕДНИЙ ПОТОК 2МЕС+ №2 310205079 | Chicco | Chicco,Chicco,,,,
review_all,1561,500,needs_human_review,system,,,fallback_2a,dirty_text,other,5,ЧИККО СОСКА WELL-BEING ЛАТЕКСНАЯ БЫСТРЫЙ ПОТОК 4МЕС+ №2 310205156/310205077 | Chicco | Chicco,Chicco,,,,
review_all,1562,497,needs_human_review,system,,,judge,dirty_text,other,5,ЧИККО СОСКА NATURAL FEELING СИЛИКОНОВАЯ С ФЛЕКСОРАМИ СРЕДНИЙ ПОТОК 2МЕС+ №1 310204084 | Chicco | Chicco,Chicco,,,,
review_all,1563,494,needs_human_review,system,,,fallback_2a,short_shortlist,other,3,ЧИККО СОСКА NATURAL FEELING СИЛИКОНОВАЯ С ФЛЕКСОРАМИ БЫСТРЫЙ ПОТОК 6МЕС+ №2 310204080 | Chicco | Chicco,Chicco,,,,
review_all,1566,491,needs_human_review,system,,,primary_llm,weak_shortlist,other,0,ЧИККО ПУСТЫШКА PHYSIO SOFT СИЛИКОНОВАЯ РОЗОВАЯ 0-6МЕС №1 310410151 | Chicco | Chicco,Chicco,,,,
review_all,1567,496,needs_human_review,system,,,primary_llm,weak_shortlist,other,0,ЧИККО ПУСТЫШКА PHYSIO SOFT СИЛИКОНОВАЯ ПРОЗРАЧНАЯ 0-6МЕС №1 310410148 | Chicco | Chicco,Chicco,,,,
review_all,1569,510,needs_human_review,system,,,fallback_2a,short_shortlist,other,3,ЧИККО ПУСТЫШКА PHYSIO SOFT ЛАТЕКСНАЯ 6-12/16МЕС №1 310410138 | Chicco | Chicco,Chicco,,,,
review_all,1570,510,needs_human_review,system,,,fallback_2a,short_shortlist,other,3,ЧИККО ПУСТЫШКА PHYSIO SOFT ЛАТЕКСНАЯ 0-6МЕС №1 310410136 | Chicco | Chicco,Chicco,,,,
review_all,1573,502,needs_human_review,system,,,primary_llm,weak_shortlist,other,0,ЧИККО ПУСТЫШКА PHYSIO COMFORT СИЛИКОНОВАЯ СЛОНИКИ 6-12МЕС №1 310410124 | Chicco | Chicco,Chicco,,,,
review_all,1575,491,needs_human_review,system,,,primary_llm,weak_shortlist,other,0,ЧИККО ПРОРЕЗЫВАТЕЛЬ FRESH RELAX ОХЛАЖДАЮЩИЙ КОЛЬЦО РОЗОВОЕ 4МЕС+ 310411039 | Артсана СПА | Артсана СПА,Артсана СПА,,,,
review_all,1578,507,needs_human_review,system,,,fallback_2a,dirty_text,other,5,ЧИККО НОЖНИЦЫ ДЕТСКИЕ В ЧЕХЛЕ С ЗАКРУГЛЕННЫМИ КОНЦАМИ РОЗОВЫЕ 320611028 | Chicco | Chicco,Chicco,,,,
review_all,1579,497,needs_human_review,system,,,judge,dirty_text,other,5,ЧИККО НОЖНИЦЫ ДЕТСКИЕ В ЧЕХЛЕ С ЗАКРУГЛЕННЫМИ КОНЦАМИ ГОЛУБЫЕ 320611027 | ARTSANA S.P.A | ARTSANA S.P.A,ARTSANA S.P.A,,,,
review_all,1582,498,needs_human_review,system,,,fallback_2a,short_shortlist,other,3,ЧИККО НАБОР РАСЧЕСКА И ЩЕТКА С НАТУР. ЩЕТИНКАМИ РОЗОВЫЙ 0+МЕС 320611037 | Chicco | Chicco,Chicco,,,,
review_all,1583,491,needs_human_review,system,,,fallback_2a,short_shortlist,other,1,ЧИККО МОЛОКООТСОС NATURAL FEELING РУЧНОЙ С БУТЫЛОЧКОЙ 340624005 | Chicco | Chicco,Chicco,,,,
review_all,1584,506,needs_human_review,system,,,primary_llm,weak_shortlist,other,0,ЧИККО БУТЫЛОЧКА WELL-BEING BOY С СИЛИКОНОВАЯ СОСКОЙ 0МЕС+150МЛ 34072858 | Artsana Spa | Artsana Spa,Artsana Spa,,,,
review_all,1594,496,needs_human_review,system,,,judge,dirty_text,other,5,ЧИККО HAPPY HANDS НАБОР МАНИКЮРНЫЙ ДЕТСКИЙ ДЛЯ УХОДА ЗА РУКАМИ 0МЕС+ РОЗОВЫЙ 320611029 | Артсана СПА | Артсана СПА,Артсана СПА,,,,
review_all,1595,502,needs_human_review,system,,,judge,dirty_text,other,5,ЧИККО HAPPY HANDS НАБОР МАНИКЮРНЫЙ ДЕТСКИЙ ДЛЯ УХОДА ЗА РУКАМИ 0МЕС+ ГОЛУБОЙ 320611030 | Артсана СПА | Артсана СПА,Артсана СПА,,,,
review_all,1655,497,needs_human_review,system,,,judge,dirty_text,other,4,"ЧАЙ ДЕТСКИЙ ТРАВЯНОЙ ЗВОНКИЙ МАЛЫШ Ф/П 1,5Г №20 ГРИН САЙД | ГРИН САЙД ООО | ГРИН САЙД ООО",ГРИН САЙД ООО,,,,
review_all,1703,499,needs_human_review,system,,,primary_llm,weak_shortlist,other,0,ЦИТРАМОН П ТАБЛ. №10 УРАЛБИОФАРМ | УРАЛБИОФАРМ ОАО | УРАЛБИОФАРМ ОАО,УРАЛБИОФАРМ ОАО,,,,
review_all,2200,498,needs_human_review,system,,,primary_llm,weak_shortlist,other,0,ХОНДА ГЕЛЬ 50Г | ЭВАЛАР ЗАО | ЭВАЛАР ЗАО,ЭВАЛАР ЗАО,,,,
review_all,4272,491,needs_human_review,system,,,fallback_2a,type_device_mi,device,5,"ТУДЖЕО СОЛО СТАР Р-Р ДЛЯ П/К ВВЕД. 300ЕД/МЛ КАРТРИДЖ В ШПРИЦ-РУЧКЕ 1,5МЛ №3 | САНОФИ-АВЕНТИС ДОЙЧЛАНД ГМБХ/САНОФИ-АВЕНТИС ВОСТОК ЗАО | САНОФИ-АВЕНТИС ДОЙЧЛАНД ГМБХ/САНОФИ-АВЕНТИС ВОСТОК ЗАО",САНОФИ-АВЕНТИС ДОЙЧЛАНД ГМБХ/САНОФИ-АВЕНТИС ВОСТОК ЗАО,,,,
review_all,4561,494,needs_human_review,system,,,judge,type_bad,supplement,5,ТОРБАД ЭКСТРАКТ БАРБАРИСА+ХРОМ КАПС. МАССОЙ 500МГ №60 | ЭКОЛ ООО | ЭКОЛ ООО,ЭКОЛ ООО,,,,
review_all,4563,501,needs_human_review,system,,,judge,type_bad,supplement,5,ТОРБАД СИЛИМАРИНОВЫЙ КОМПЛЕКС КАПС. МАССОЙ 500МГ №60 | ЭКОЛ ООО | ЭКОЛ ООО,ЭКОЛ ООО,,,,
review_all,4734,494,needs_human_review,system,,,fallback_2a,type_device_mi,device,5,"ТИРЗЕТТА Р-Р ДЛЯ П/К ВВЕД. 7,5МГ ШПРИЦ В АВТОИНЖЕКТОРЕ 0,5МЛ №4 | БИОХИМИК АО | БИОХИМИК АО",БИОХИМИК АО,,,,
review_all,5339,492,needs_human_review,system,,,primary_llm,type_drug,drug,0,ТАБЛЕТНИЦА ПИЛЮЛЯ НА 7 ДНЕЙ ПЕНАЛ АРТ.109060191 | АЛЬПИНА-ПЛАСТ ООО | АЛЬПИНА-ПЛАСТ ООО,АЛЬПИНА-ПЛАСТ ООО,,,,
review_all,6567,509,needs_human_review,system,,,fallback_2a,dirty_text,other,5,СИНЭСТРОЛ Р-Р ДЛЯ В/М ВВЕД. МАСЛ. 20МГ/МЛ АМП. 1МЛ №10 | ДАЛЬХИМФАРМ ОАО | ДАЛЬХИМФАРМ ОАО,ДАЛЬХИМФАРМ ОАО,,,,
review_all,8237,493,needs_human_review,system,,,primary_llm,weak_shortlist,other,0,РЕНИТЕК ТАБЛ. 20МГ №14 | АКРИХИН ХФК АО | АКРИХИН ХФК АО,АКРИХИН ХФК АО,,,,
review_all,8896,492,needs_human_review,system,,,primary_llm,weak_shortlist,other,0,ПРОБИФОР КАПС. 500МЛН.КОЕ №30 ПРОБИОФАРМ | ПРОБИОФАРМ ООО | ПРОБИОФАРМ ООО,ПРОБИОФАРМ ООО,,,,
review_all,9264,506,needs_human_review,system,,,fallback_2a,short_shortlist,other,1,ПОМА КОНТЕЙНЕР ДЛЯ СОСОК-ПУСТЫШЕК АРТ.5317 | ТАЙЧЖОУ ХЭППИ ЭНД МЭРРИ БИЗНЕС ЛТД | ТАЙЧЖОУ ХЭППИ ЭНД МЭРРИ БИЗНЕС ЛТД,ТАЙЧЖОУ ХЭППИ ЭНД МЭРРИ БИЗНЕС ЛТД,,,,
review_all,9605,499,needs_human_review,system,,,judge,dirty_text,other,5,ПЕРЧАТКИ SFM НИТРИЛ. СМОТР. НЕСТЕР. НЕОПУДР. ТЕКСТУР. ОДНОКР. ХЛОРИНАЦИЯ Р.L ПАРА №100 ФИОЛЕТОВО-ГОЛУБЫЕ | SFM HOSPITAL PRODUCTS GMBH | SFM HOSPITAL PRODUCTS GMBH,SFM HOSPITAL PRODUCTS GMBH,,,,
review_all,10100,495,needs_human_review,system,,,fallback_2a,type_device_mi,device,5,ПАНТОКАЛЬЦИН Р-Р Д/ПРИЕМА ВНУТРЬ 150МГ/МЛ ФЛ. С МЕРН. ШПРИЦЕМ 150МЛ №1 | ВАЛЕНТА ФАРМ АО | ВАЛЕНТА ФАРМ АО,ВАЛЕНТА ФАРМ АО,,,,
review_all,10309,495,needs_human_review,system,,,judge,type_device_mi,device,5,ОСТЕНИЛ ИМПЛАНТАТ ВЯЗКОУПРУГИЙ Д/ВНУТРИСУСТ. ИН. 20МГ/2МЛ ШПРИЦ №1 | TRB CHEMEDICA AG | TRB CHEMEDICA AG,TRB CHEMEDICA AG,,,,
review_all,10509,498,needs_human_review,system,,,judge,type_device_mi,device,5,"ОМРОН ИНГАЛЯТОР КОМПРЕССОРНЫЙ COMPAIR NE-C25 (NE-C102-RU) | OMRON HEALTHCARE CO., LTD. | OMRON HEALTHCARE CO., LTD.","OMRON HEALTHCARE CO., LTD.",,,,
review_all,10983,501,needs_human_review,system,,,judge,type_bad,supplement,5,ОВЕСТИН КРЕМ ВАГ. 1МГ/Г ТУБА С АППЛИК. 15Г | АСПЕН БАД ОЛДЕСЛО ГМБХ | АСПЕН БАД ОЛДЕСЛО ГМБХ,АСПЕН БАД ОЛДЕСЛО ГМБХ,,,,
review_all,11063,491,needs_human_review,system,,,judge,dirty_text,other,5,НУТРИЭН СТАНДАРТ С ПИЩЕВЫМИ ВОЛОКНАМИ СМЕСЬ ДЛЯ ЭНТЕРАЛЬНОГО ПИТАНИЯ С НЕЙТРАЛЬНЫМ ВКУСОМ 200МЛ | ИНФАПРИМ ЗАО | ИНФАПРИМ ЗАО,ИНФАПРИМ ЗАО,,,,
review_all,11191,503,needs_human_review,system,,,primary_llm,weak_shortlist,other,0,НОРМОМЕД ТАБЛ. 500МГ №30 ОБНИНСКАЯ ХФК | Валента фарм АО/Обнинская ХФК | Валента фарм АО/Обнинская ХФК,Валента фарм АО/Обнинская ХФК,,,,
review_all,11704,505,needs_human_review,system,,,judge,dirty_text,other,5,НЕФРОСТЕН Р-Р Д/ПРИЕМА ВНУТРЬ ФЛ. 100МЛ | ЭВАЛАР ЗАО | ЭВАЛАР ЗАО,ЭВАЛАР ЗАО,,,,
review_all,11710,502,needs_human_review,system,,,primary_llm,weak_shortlist,other,0,"НЕФРОБЕСТ КАПС. 0,36Г №60 | ФАРМАКОР ПРОДАКШН ООО | ФАРМАКОР ПРОДАКШН ООО",ФАРМАКОР ПРОДАКШН ООО,,,,
review_all,11763,501,needs_human_review,system,,,judge,type_bad,supplement,5,НЕОТЛОЖКА БИО-БАЛЬЗАМ БАДЯГА ОТ СИНЯКОВ И УШИБОВ 100МЛ | Твинс Тэк АО | Твинс Тэк АО,Твинс Тэк АО,,,,
review_all,12127,499,needs_human_review,system,,,judge,type_bad,supplement,5,НАТУРА МЕДИКА ГЕЛЬ-БАЛЬЗАМ БАДЯГА ФОРТЕ И КОНСКИЙ КАШТАН ТУБА 85МЛ | Твинс Тэк АО | Твинс Тэк АО,Твинс Тэк АО,,,,
review_all,12395,499,needs_human_review,system,,,primary_llm,weak_shortlist,other,0,МЯТЫ ЛИСТ ФИТОЧАЙ 50Г ГРИН САЙД | ГРИН САЙД ООО | ГРИН САЙД ООО,ГРИН САЙД ООО,,,,
review_all,12677,499,needs_human_review,system,,,judge,dirty_text,other,5,"МОКСОНИТЕКС ТАБЛ. П/ПЛЕН/ОБ. 0,2МГ №28 | САЛЮТАС ФАРМА | САЛЮТАС ФАРМА",САЛЮТАС ФАРМА,,,,
review_all,13324,508,needs_human_review,system,,,fallback_2a,type_device_mi,device,5,"МЕТОРТРИТ Р-Р Д/ИН. 10МГ/МЛ ШПРИЦ 1,25МЛ №1 | РОМФАРМ КОМПАНИ С.Р.Л. | РОМФАРМ КОМПАНИ С.Р.Л.",РОМФАРМ КОМПАНИ С.Р.Л.,,,,
review_all,13325,504,needs_human_review,system,,,fallback_2a,type_device_mi,device,5,"МЕТОРТРИТ Р-Р Д/ИН. 10МГ/МЛ ШПРИЦ 0,75МЛ №1 | Ромфарм Компани | Ромфарм Компани",Ромфарм Компани,,,,
review_all,13384,493,needs_human_review,system,,,fallback_2a,type_device_mi,device,5,"МЕТОДЖЕКТ Р-Р ДЛЯ П/К ВВЕД. 50МГ/МЛ ШПРИЦ 20МГ/0,4МЛ №1 | ОНКОТЕК ФАРМА ПРОДАКШН ГМБХ/ МЕДАК ГМБХ | ОНКОТЕК ФАРМА ПРОДАКШН ГМБХ/ МЕДАК ГМБХ",ОНКОТЕК ФАРМА ПРОДАКШН ГМБХ/ МЕДАК ГМБХ,,,,
review_all,13689,504,needs_human_review,system,,,primary_llm,weak_shortlist,other,0,МЕЗИМ НЕО 25000 КАПС. КИШ/РАСТ. 25000ЕД №20 | АДЭР ФАРМАСЬЮТИКЛЗ С.Р.Л. | АДЭР ФАРМАСЬЮТИКЛЗ С.Р.Л.,АДЭР ФАРМАСЬЮТИКЛЗ С.Р.Л.,,,,
