product_id,run_id,normalized_text,product_kind,medical_device_profile,semantic_confidence,semantic_explanation,semantic_validation_passed,semantic_reject_reason,decision_status,next_action,selected_category_id,stage,log_status,attr_administration_route_raw,attr_dosage_form_raw,attr_age_segment_raw,attr_mnn,label_mnn,attr_brand,label_brand,attr_rx_otc,label_rx_otc,attr_nosology,label_nosology,attr_administration_route,label_administration_route,attr_dosage_form,label_dosage_form,attr_dosage,label_dosage,attr_age_segment,label_age_segment,attr_package_hint,label_package_hint,attr_combination_hint,label_combination_hint
5492,399,СУПЕР ОМЕГА 3-6-9 ANTI-AGE КАПС. №45 ЭВАЛАР | ЭВАЛАР ЗАО | ЭВАЛАР ЗАО,vitamin_or_baa,,0.8,"Товар относится к БАД (жирные кислоты Омега-3-6-9), поэтому rx_otc не применим. Указаны форма выпуска (капсулы), способ применения (перорально), возрастной сегмент (взрослые) и упаковка (№45).",True,,pending_fallback,direction_select,,semantic_primary,success,перорально,капсулы,взрослые,,,Эвалар,,,,нутрицевтики,,перорально,,капсулы,,,,взрослые,,№45,,Омега-3-6-9,
5997,399,СПАЙС АКТИВ КОМПЛЕКС ДЛЯ ЗДОРОВЬЯ ЩИТОВИДНОЙ ЖЕЛЕЗЫ С КУРКУМИНОМ КАПС. №60 | ФАРМИНТЕГРО ООО | ФАРМИНТЕГРО ООО,vitamin_or_baa,,0.7,"Товар относится к БАД для щитовидной железы (vitamin_or_baa). Атрибуты rx_otc не применимы, поэтому null. Дозировка не указана, возрастной сегмент не определен.",True,,pending_fallback,direction_select,,semantic_primary,success,перорально,капсулы,,,,СПАЙС АКТИВ,,,,нутрицевтики,,перорально,,капсулы,,,,универсальный,,60 капсул,,комплексный,
6122,399,СОЛУ-КОРТЕФ ЛИОФ. Д/Р-РА ДЛЯ В/В В/М ВВЕД. 100МГ ФЛ. №1 С Р-ЛЕМ 2МЛ | ПФАЙЗЕР МФГ. БЕЛЬГИЯ Н.В. | ПФАЙЗЕР МФГ. БЕЛЬГИЯ Н.В.,drug,,0.9,"Товар относится к категории drug (гормональные препараты). На основе названия определены МНН (гидрокортизон), бренд, форма выпуска, дозировка и путь введения. Препарат является рецептурным.",True,,pending_fallback,direction_select,,semantic_primary,success,"в/в, в/м",лиофилизат для приготовления раствора для внутривенного и внутримышечного введения,,Гидрокортизон,,Солу-Кортеф,,rx,,Недостаточность коры надпочечников,,внутримышечно,,лиофилизат,,100 мг,,,,флакон №1 с растворителем 2 мл,,,
7787,399,РОЗУЛИП ПЛЮС КАПС. 20МГ+10МГ №30 | ЭГИС ФАРМАЦЕВТИЧЕСКИЙ ЗАВОД ЗАО | ЭГИС ФАРМАЦЕВТИЧЕСКИЙ ЗАВОД ЗАО,drug,,0.7,"Товар является лекарственным препаратом (drug) с комбинированным составом (розувастатин 20 мг + эзетимиб 10 мг). Атрибуты mnn и nosology не определены из-за отсутствия явных данных в названии, остальные поля заполнены на основе информации из текста.",True,,pending_fallback,direction_select,,semantic_primary,success,peroral,capsule,adult,,,Розулип Плюс,,rx,,,,,,капсулы,,20mg+10mg,,взрослые,,30 capsules,,combination,
8122,399,РИБОКСИН Р-Р ДЛЯ В/В ВВЕД. 20МГ/МЛ АМП. 5МЛ №10 ДАЛЬХИМФАРМ | ДАЛЬХИМФАРМ ОАО | ДАЛЬХИМФАРМ ОАО,drug,,0.9,"Препарат Рибоксин (МНН Инозин) является лекарственным средством, применяемым для улучшения метаболизма миокарда. Атрибуты определены на основе названия и формы выпуска.",True,,pending_fallback,direction_select,,semantic_primary,success,внутривенно,раствор для внутривенного введения,взрослые,Инозин,,Рибоксин,,rx,,Метаболические нарушения в миокарде,,внутривенно,,раствор,,20 мг/мл,,взрослые,,ампулы 5 мл №10,,,
8428,399,РЕАФЕРОН-ЕС-ЛИПИНТ ЛИОФ. Д/СУСП. Д/ПРИЕМА ВНУТРЬ 500ТЫС.МЕ ФЛ. №5 | ВЕКТОР-МЕДИКА АО | ВЕКТОР-МЕДИКА АО,drug,,0.85,"Товар является лекарственным препаратом (drug), поэтому все фармацевтические атрибуты применимы. На основе названия определены МНН (интерферон альфа-2b), бренд, форма выпуска, дозировка и путь введения. Возрастной сегмент и комбинированный характер не указаны.",True,,pending_fallback,direction_select,,semantic_primary,success,внутрь,лиофилизат для приготовления суспензии для приема внутрь,,Интерферон альфа-2b,,Реаферон-ЕС-Липинт,,rx,,Противовирусное средство,,перорально,,лиофилизат,,500 тыс. МЕ,,,,флакон №5,,,
9303,399,ПОЛЫНИ ГОРЬКОЙ ТРАВА 50Г КРАСНОГОРСКЛЕКСРЕДСТВА | КРАСНОГОРСКЛЕКСРЕДСТВА | КРАСНОГОРСКЛЕКСРЕДСТВА,drug,,0.85,Товар является лекарственным растительным препаратом (трава полыни горькой). Атрибуты определены на основе названия и типичных характеристик данной категории.,True,,pending_fallback,direction_select,,semantic_primary,success,внутрь,трава,взрослые,Полыни горькой трава,,Красногорсклексредства,,otc,,Заболевания желудочно-кишечного тракта,,перорально,,,,,,взрослые,,50 г,,,
10366,399,ОРНИДАЗОЛ-OBL ТАБЛ. П/ПЛЕН/ОБ. 500МГ №10 | ОБОЛЕНСКОЕ ФП АО | ОБОЛЕНСКОЕ ФП АО,drug,,0.9,"Препарат относится к категории drug, все атрибуты применимы. На основе текста определены МНН, форма выпуска, дозировка и упаковка.",True,,pending_fallback,direction_select,,semantic_primary,success,перорально,"таблетки, покрытые пленочной оболочкой",взрослые,Орнидазол,,Орнидазол-OBL,,rx,,Протозойные инфекции,,перорально,,таблетки,,500 мг,,взрослые,,10 таблеток,,,
10568,399,"ОМЕГАНОЛ КАПС. 0,6Г №90 | Вис ООО | Вис ООО",vitamin_or_baa,,0.7,"Товар относится к БАД (омега-3), поэтому rx_otc не применим. На основе названия и формы выпуска определены основные атрибуты, но точный состав и возрастная категория не указаны.",True,,pending_fallback,direction_select,,semantic_primary,success,перорально,капсулы,,,,ОМЕГАНОЛ,,,,нутрицевтики,,перорально,,капсулы,,"0,6 г",,универсальный,,№90,,,
11804,399,"НЕОБИОТИК ЛАКТОБАЛАНС БЭБИ ПОР. САШЕ 1Г №10 | СЕЛЛ БИОТЕК КО.,ЛТД. | СЕЛЛ БИОТЕК КО.,ЛТД.",vitamin_or_baa,,0.7,"Товар относится к БАД (эубиотики), поэтому rx_otc не применим. Из названия извлечены форма выпуска (порошок в саше), возрастной сегмент (бэби) и упаковка. MNN и дозировка не указаны.",True,,pending_fallback,direction_select,,semantic_primary,success,,порошок для приема внутрь,дети,,,Необиотик Лактобаланс Бэби,,,,эубиотики,,перорально,,порошок,,,,дети,,саше 1 г №10,,,
11817,400,НЕМОЗОЛ СУСП. Д/ПРИЕМА ВНУТРЬ 100МГ/5МЛ ФЛ. 20МЛ | ИПКА ЛАБОРАТОРИЗ ЛИМИТЕД | ИПКА ЛАБОРАТОРИЗ ЛИМИТЕД,drug,,0.9,"Препарат Немозол (МНН: Албендазол) является противогельминтным средством, применяется внутрь. Отпускается по рецепту. Дозировка и форма выпуска указаны в названии.",True,,pending_fallback,direction_select,,semantic_primary,success,внутрь,суспензия для приема внутрь,,Албендазол,,Немозол,,rx,,Гельминтозы,,перорально,,суспензия,,100мг/5мл,,,,флакон 20мл,,,
12237,400,НАТЕКАЛЬ 1000 ТАБЛ. ДИСПЕРГ. 600МГ+1000МЕ №30 | ИТАЛФАРМАКО С.П.А. | ИТАЛФАРМАКО С.П.А.,drug,,0.85,"Товар является лекарственным препаратом (drug), поэтому все фармацевтические атрибуты применимы. Название и состав позволяют определить МНН, бренд, форму, дозировку и другие характеристики.",True,,pending_fallback,direction_select,,semantic_primary,success,перорально,таблетки диспергируемые,взрослые,Кальция карбонат+Колекальциферол,,Натекаль,,Без рецепта,,Остеопороз,,перорально,,таблетки,,600 мг + 1000 МЕ,,взрослые,,№30,,комбинированный,
12570,400,МОТИЛАК ТАБЛ. П/ПЛЕН/ОБ. 10МГ №30 | ВЕРОФАРМ ООО | ВЕРОФАРМ ООО,drug,,0.9,"Препарат относится к группе лекарственных средств, действующее вещество домперидон. На основе названия и формы выпуска определены основные атрибуты, включая дозировку и упаковку.",True,,pending_fallback,direction_select,,semantic_primary,success,перорально,"таблетки, покрытые пленочной оболочкой",взрослые,домперидон,,Мотилак,,rx,,тошнота и рвота,,перорально,,таблетки,,10 мг,,взрослые,,30 таблеток,,,
12728,400,"МОКСОНИДИН-АЛСИ ТАБЛ. П/ПЛЕН/ОБ. 0,4МГ №30 | АЛСИ ФАРМА | АЛСИ ФАРМА",drug,,0.9,"Товар является лекарственным препаратом (drug) с активным веществом моксонидин, применяемым для лечения артериальной гипертензии. Атрибуты извлечены из текста и стандартных справочников.",True,,pending_fallback,direction_select,,semantic_primary,success,внутрь,"таблетки, покрытые пленочной оболочкой",взрослые,Моксонидин,,Моксонидин-АЛСИ,,rx,,Артериальная гипертензия,,перорально,,таблетки,,"0,4 мг",,взрослые,,30 таблеток,,,
13084,400,МИЛУРИТ ТАБЛ. 300МГ №30 | ЭГИС ФАРМАЦЕВТИЧЕСКИЙ ЗАВОД ЗАО | ЭГИС ФАРМАЦЕВТИЧЕСКИЙ ЗАВОД ЗАО,drug,,0.9,"Товар является лекарственным препаратом (drug) с полным набором применимых атрибутов. На основе названия и дозировки определены МНН, бренд, форма выпуска и показание.",True,,pending_fallback,direction_select,,semantic_primary,success,перорально,таблетки,взрослые,Аллопуринол,,Милурит,,rx,,Подагра,,перорально,,таблетки,,300мг,,взрослые,,30 таблеток,,,
13763,400,МАТОПАТ ВАТА НЕСТЕРИЛЬНАЯ ХЛОПКОВАЯ 250Г | TZMO S.A. | TZMO S.A.,medical_device,clinical_like,0.7,"Товар относится к медицинским изделиям (перевязочные материалы), поэтому MNN, Rx/OTC, нозология и комбинация не применимы. Указаны форма выпуска (вата) и вес упаковки (250 г), бренд производителя.",True,,pending_fallback,direction_select,,semantic_primary,success,,вата,,,,TZMO S.A.,,,,,,,,,,250 г,,,,250 г,,,
14321,400,ЛЯ РОШ ПОЗЕ ЦИКАПЛАСТ БАЛЬЗАМ В5 15МЛ | ЛОРЕАЛЬ АО | ЛОРЕАЛЬ АО,cosmetic_hygiene,,0.9,"Товар относится к категории косметика и гигиена (cosmetic_hygiene), поэтому фармацевтические атрибуты (МНН, рецептурность, нозология, форма, дозировка) неприменимы. Заполнены только бренд и упаковка.",True,,pending_fallback,direction_select,,semantic_primary,success,,,,,,La Roche-Posay Cicaplast Baume B5,,,,,,не применимо,,не применимо,,,,не применимо,,15 мл,,,
15920,400,ЛАРИГАМА Р-Р ДЛЯ В/М ВВЕД. АМП. 2МЛ №5 | ГРОТЕКС ООО | ГРОТЕКС ООО,drug,,0.7,"Товар является лекарственным препаратом (drug) для инъекций. Название 'ЛАРИГАМА' не позволяет однозначно определить МНН, поэтому он не указан. Атрибуты rx_otc, administration_route, dosage_form, dosage и package_hint определены на основе текста.",True,,pending_fallback,direction_select,,semantic_primary,success,в/м,раствор для инъекций,,,,Гротекс,,rx,,,,инъекционное,,раствор,,2 мл,,,,ампулы №5,,,
16200,400,ЛАББИ БУТЫЛОЧКА С СИЛИКОНОВОЙ СОСКОЙ КЛАССИЧЕСКАЯ МАЛЫШИ И МАЛЫШКИ 250МЛ 0МЕС+ АРТ.12022 | ГОЛД ЛИСТ АГ АО | ГОЛД ЛИСТ АГ АО,medical_device,hygiene_like,0.9,"Товар относится к медицинским изделиям (гигиенический профиль), поэтому фармацевтические атрибуты не применимы. Из текста извлечены бренд, возрастная группа и объем упаковки.",True,,pending_fallback,direction_select,,semantic_primary,success,,,0+,,,Лабби,,,,,,не применимо,,не применимо,,,,дети,,250 мл,,,
16261,400,КУРНОСИКИ ПУСТЫШКА ЛАТЕКСНАЯ ОРТОДОНТ. СОЛНЫШКО №1 6МЕС+ АРТ.13140 | МИР ДЕТСТВА/САН БОНД ИНТЕРНЕЙШНЛ | МИР ДЕТСТВА/САН БОНД ИНТЕРНЕЙШНЛ,medical_device,hygiene_like,0.9,"Товар относится к медицинским изделиям (гигиенический профиль), поэтому фармацевтические атрибуты не применимы. Указаны бренд, возрастная группа и упаковка.",True,,pending_fallback,direction_select,,semantic_primary,success,,,6 месяцев и старше,,,Мир детства,,,,,,не применимо,,не применимо,,,,дети,,1 пустышка,,,
17010,401,КОМПЛЕКС 5-HTP НОЧНОЙ ТАБЛ. П/О №30 | КВАДРАТ-С ООО | КВАДРАТ-С ООО,vitamin_or_baa,,0.7,"Товар относится к БАД (vitamin_or_baa), поэтому rx_otc не применим. На основе названия определены форма выпуска, путь введения и состав, но точная дозировка и возрастной сегмент не указаны.",True,,pending_fallback,direction_select,,semantic_primary,success,перорально,"таблетки, покрытые оболочкой",,,,КВАДРАТ-С,,,,нутрицевтики,,перорально,,таблетки,,,,универсальный,,30 таблеток,,5-HTP,
17898,401,КАРДИКЕТ ТАБЛ. ПРОЛОНГ. 40МГ №50 | ЭЙСИКА ФАРМАСЬЮТИКАЛЗ С.Р.Л. | ЭЙСИКА ФАРМАСЬЮТИКАЛЗ С.Р.Л.,drug,,0.9,"Товар является лекарственным препаратом (drug) с явным указанием действующего вещества, формы выпуска и дозировки. Атрибуты извлечены на основе стандартной информации о препарате Кардикет.",True,,pending_fallback,direction_select,,semantic_primary,success,перорально,таблетки пролонгированного действия,взрослые,Изосорбида динитрат,,Кардикет,,rx,,Ишемическая болезнь сердца,,перорально,,таблетки,,40 мг,,взрослые,,50 таблеток,,,
18205,401,"КАЛЬЦИНОВА ТАБЛ. ФРУКТОВЫЕ №27 | КРКА, Д.Д., НОВО МЕСТО АО | КРКА, Д.Д., НОВО МЕСТО АО",vitamin_or_baa,,0.7,"Товар относится к витаминно-минеральным комплексам (product_kind: vitamin_or_baa). Название и форма выпуска позволяют определить бренд, форму и путь введения, но точный состав и дозировка не указаны, поэтому mnn и dosage не определены.",True,,pending_fallback,direction_select,,semantic_primary,success,перорально,таблетки,,Комплекс,,Кальцинова,,,,комплексные профили,,перорально,,таблетки,,,,универсальный,,№27,,витаминно-минеральный комплекс,
19260,401,ЖИЛЛЕТТ VENUS SWIRL СТАНОК + КАССЕТА СМЕННАЯ №1 | ПРОКТЕР ЭНД ГЕМБЛ | ПРОКТЕР ЭНД ГЕМБЛ,other,,0.9,"Товар относится к категории other (не лекарство, не БАД, не медизделие). Согласно профилю атрибутов, заполнены только brand и package_hint, остальные поля не применимы.",True,,pending_fallback,direction_select,,semantic_primary,success,,,,,,Gillette Venus Swirl,,,,,,не применимо,,не применимо,,,,не применимо,,станок + сменная кассета №1,,,
19320,401,ЖЕЛЧЕГОННЫЙ СБОР №2 50Г ИВАН-ЧАЙ | ИВАН-ЧАЙ ЗАО | ИВАН-ЧАЙ ЗАО,drug,,0.7,"Товар является лекарственным средством (drug) на основе трав, предназначенным для желчегонного действия. Атрибуты mnn и dosage не определены, так как это сбор трав без конкретного действующего вещества и дозировки.",True,,pending_fallback,direction_select,,semantic_primary,success,внутрь,сбор,,,,Иван-чай,,otc,,Желчегонное средство,,перорально,,,,,,,,50 г,,,
20199,401,"ДИЛАКСА КАПС. 200МГ №30 | КРКА, Д.Д., НОВО МЕСТО АО | КРКА, Д.Д., НОВО МЕСТО АО",drug,,0.7,"Товар относится к категории drug (лекарственный препарат). Из текста извлечены форма выпуска (капсулы), дозировка (200 мг) и количество в упаковке (30), бренд (Дилакса). MNN, рецептурность и нозология не указаны в тексте.",True,,pending_fallback,direction_select,,semantic_primary,success,перорально,капсулы,,,,Дилакса,,,,,,перорально,,капсулы,,200 мг,,,,30 капсул,,,
20693,401,ДАЛАЦИН КРЕМ ВАГ. 2% ТУБА 40Г С АППЛИКАТ. №7 | ФАРМАЦИЯ И АПДЖОН КАМПАНИ ЭЛ ЭЛ СИ | ФАРМАЦИЯ И АПДЖОН КАМПАНИ ЭЛ ЭЛ СИ,drug,,0.9,"Товар является лекарственным препаратом (drug) с полным набором применимых атрибутов. На основе текста определены МНН (клиндамицин), бренд, форма выпуска, дозировка и упаковка.",True,,pending_fallback,direction_select,,semantic_primary,success,вагинально,крем вагинальный,взрослые,Клиндамицин,,Далацин,,rx,,Бактериальный вагиноз,,,,крем,,2%,,взрослые,,туба 40 г с аппликатором №7,,,
21260,401,ГИДРОХЛОРТИАЗИД ТАБЛ. 100МГ №20 ПРАНАФАРМ | ПРАНАФАРМ ООО | ПРАНАФАРМ ООО,drug,,0.9,"Товар является лекарственным препаратом (drug), поэтому все фармацевтические атрибуты применимы. На основе названия определены МНН, форма выпуска, дозировка и упаковка. Препарат отпускается по рецепту.",True,,pending_fallback,direction_select,,semantic_primary,success,per os,таблетки,взрослые,Гидрохлоротиазид,,Пранафарм,,rx,,"Артериальная гипертензия, отечный синдром",,перорально,,таблетки,,100 мг,,взрослые,,20 таблеток,,,
21479,401,ГЕМАЗА ПОР. ЛИОФ. Д/Р-РА Д/ИН. АМП. 5000ЕД №5 | ФГБУ НМИЦ КАРДИОЛОГИИ МЗ РФ | ФГБУ НМИЦ КАРДИОЛОГИИ МЗ РФ,drug,,0.7,"Товар является лекарственным препаратом (drug). На основе текста определены форма выпуска, дозировка и путь введения, однако МНН и бренд не указаны. Препарат отпускается по рецепту.",True,,pending_fallback,direction_select,,semantic_primary,success,инъекционно,порошок лиофилизированный для приготовления раствора для инъекций,,,,,,rx,,,,инъекционное,,лиофилизат,,5000 ЕД,,,,"ампулы, №5",,,
21662,401,ГАЙРО ТАБЛ. П/ПЛЕН/ОБ. 500МГ №10 | ПАНАЦЕЯ БИОТЕК ЛТД | ПАНАЦЕЯ БИОТЕК ЛТД,other,,0.5,"Товар относится к категории 'other', для которой большинство фармацевтических атрибутов не применимы. Доступны только бренд, возрастной сегмент и подсказка по упаковке, но из текста их надежно извлечь не удалось.",True,,pending_fallback,direction_select,,semantic_primary,success,,,,,,,,,,,,не применимо,,не применимо,,,,не применимо,,,,,
23662,402,БИСАКОДИЛ СУПП. РЕКТ. 10МГ №10 ТУЛЬСКАЯ ФФ | ТУЛЬСКАЯ ФАРМАЦЕВТИЧЕСКАЯ ФАБРИКА ООО | ТУЛЬСКАЯ ФАРМАЦЕВТИЧЕСКАЯ ФАБРИКА ООО,drug,,0.9,"Лекарственный препарат (drug) с явным указанием МНН, формы выпуска и дозировки. Атрибуты соответствуют профилю применимости.",True,,pending_fallback,direction_select,,semantic_primary,success,ректально,суппозитории ректальные,взрослые,Бисакодил,,,,otc,,Запор,,ректально,,,,10мг,,взрослые,,№10,,,
23723,402,БИОМЕД ПАСТА ЗУБНАЯ КАЛЬЦИМАКС 100Г | ОРГАНИК ФАРМАСЬЮТИКАЛЗ ООО | ОРГАНИК ФАРМАСЬЮТИКАЛЗ ООО,cosmetic_hygiene,,0.9,"Товар относится к категории косметика и гигиена (зубная паста). Согласно профилю атрибутов, заполняются только бренд и упаковка, остальные фармацевтические поля не применимы.",True,,pending_fallback,direction_select,,semantic_primary,success,,,,,,БИОМЕД,,,,,,не применимо,,не применимо,,,,не применимо,,100 г,,,
24418,402,Б.ВЕЛЛ JW-212 ЧУЛКИ КОМПРЕССИОННЫЕ ПРОЗРАЧНЫЕ 1 КЛАСС Р.3 НАТУРАЛЬНЫЕ | B.WELL SWISS AG | B.WELL SWISS AG,medical_device,clinical_like,0.85,"Товар является медицинским изделием (компрессионные чулки) с клиническим профилем. Атрибуты mnn, rx_otc, nosology и combination_hint не применимы для данного типа продукта.",True,,pending_fallback,direction_select,,semantic_primary,success,наружно,чулки,взрослые,,,B.WELL,,,,,,наружно,,,,1 класс компрессии,,взрослые,,пара,,,
24444,402,БАХИЛЫ МЕДИЦИНСКИЕ ПОЛИЭТИЛЕНОВЫЕ СТАНДАРТ (ДВЕ РЕЗИНКИ) ПАРА №50 МЕДСЕРВИС ПЛЮС | МЕДСЕРВИС ПЛЮС ООО | МЕДСЕРВИС ПЛЮС ООО,medical_device,clinical_like,0.8,"Товар относится к медицинским изделиям (клинический профиль), поэтому для него применимы только отдельные атрибуты: бренд, путь введения, лекарственная форма, возрастной сегмент и упаковка. Остальные фармацевтические поля (МНН, рецептурность, нозология, комбинация) не применимы.",True,,pending_fallback,direction_select,,semantic_primary,success,наружно,бахилы,взрослые,,,МЕДСЕРВИС ПЛЮС,,,,,,наружно,,,,,,взрослые,,50 пар,,,
24821,402,АФОБАЗОЛ ТАБЛ. 10МГ №60 ОТИСИФАРМ | ОТИСИФАРМ ПРО АО | ОТИСИФАРМ ПРО АО,drug,,0.9,"Товар является лекарственным препаратом (drug), поэтому все фармацевтические атрибуты применимы. На основе текста определены МНН (фабомотизол), форма выпуска, дозировка и упаковка.",True,,pending_fallback,direction_select,,semantic_primary,success,per os,таблетки,взрослые,фабомотизол,,Афобазол,,rx,,тревожные расстройства,,перорально,,таблетки,,10 мг,,взрослые,,60 таблеток,,,
25109,402,АСПЕРА МАСЛО ЭФИРНОЕ АПЕЛЬСИНА СЛАДКОГО ФЛ. 10МЛ | Аспера пк ООО | Аспера пк ООО,other,,0.7,"Товар относится к категории 'other' (эфирное масло). Согласно профилю атрибутов, применимы только бренд, возрастной сегмент и подсказка по упаковке; фармацевтические атрибуты (МНН, рецептурность, нозология и др.) не применимы.",True,,pending_fallback,direction_select,,semantic_primary,success,,,,,,Аспера,,,,,,не применимо,,не применимо,,,,не применимо,,флакон 10 мл,,,
